Date,Open,High,Low,Close,Volume,AdjClose
3/8/1984,9959,9959,9959,9959,0,9959
3/9/1984,9997,9997,9997,9997,0,9997
3/12/1984,10087,10087,10087,10087,0,10087
3/13/1984,10195,10195,10195,10195,0,10195
3/14/1984,10324,10324,10324,10324,0,10324
3/15/1984,10347,10347,10347,10347,0,10347
3/16/1984,10458,10458,10458,10458,0,10458
3/19/1984,10479,10479,10479,10479,0,10479
3/21/1984,10414,10414,10414,10414,0,10414
3/22/1984,10456,10456,10456,10456,0,10456
3/23/1984,10506,10506,10506,10506,0,10506
3/26/1984,10484,10484,10484,10484,0,10484
3/27/1984,10528,10528,10528,10528,0,10528
3/28/1984,10701,10701,10701,10701,0,10701
3/29/1984,10802,10802,10802,10802,0,10802
3/30/1984,10929,10929,10929,10929,0,10929
4/2/1984,11050,11050,11050,11050,0,11050
4/3/1984,10934,10934,10934,10934,0,10934
4/4/1984,11002,11002,11002,11002,0,11002
4/5/1984,10993,10993,10993,10993,0,10993
4/6/1984,10915,10915,10915,10915,0,10915
4/9/1984,10890,10890,10890,10890,0,10890
4/10/1984,10915,10915,10915,10915,0,10915
4/11/1984,10939,10939,10939,10939,0,10939
4/12/1984,10987,10987,10987,10987,0,10987
4/13/1984,11015,11015,11015,11015,0,11015
4/16/1984,11020,11020,11020,11020,0,11020
4/17/1984,10906,10906,10906,10906,0,10906
4/18/1984,10933,10933,10933,10933,0,10933
4/19/1984,10783,10783,10783,10783,0,10783
4/20/1984,10803,10803,10803,10803,0,10803
4/23/1984,10801,10801,10801,10801,0,10801
4/24/1984,10762,10762,10762,10762,0,10762
4/25/1984,10866,10866,10866,10866,0,10866
4/26/1984,10902,10902,10902,10902,0,10902
4/27/1984,10981,10981,10981,10981,0,10981
5/1/1984,11013,11013,11013,11013,0,11013
5/2/1984,11105,11105,11105,11105,0,11105
5/4/1984,11130,11130,11130,11130,0,11130
5/7/1984,11159,11159,11159,11159,0,11159
5/8/1984,11052,11052,11052,11052,0,11052
5/9/1984,11060,11060,11060,11060,0,11060
5/10/1984,10880,10880,10880,10880,0,10880
5/11/1984,10833,10833,10833,10833,0,10833
5/14/1984,10563,10563,10563,10563,0,10563
5/15/1984,10605,10605,10605,10605,0,10605
5/16/1984,10620,10620,10620,10620,0,10620
5/17/1984,10341,10341,10341,10341,0,10341
5/18/1984,10126,10126,10126,10126,0,10126
5/21/1984,10165,10165,10165,10165,0,10165
5/22/1984,10062,10062,10062,10062,0,10062
5/23/1984,10023,10023,10023,10023,0,10023
5/24/1984,10251,10251,10251,10251,0,10251
5/25/1984,10142,10142,10142,10142,0,10142
5/28/1984,10116,10116,10116,10116,0,10116
5/29/1984,10164,10164,10164,10164,0,10164
5/30/1984,10141,10141,10141,10141,0,10141
5/31/1984,9940,9940,9940,9940,0,9940
6/1/1984,9913,9913,9913,9913,0,9913
