1998-11-13    9997.99
1998-11-16   10298.09
1998-11-17   10148.69
1998-11-18   10213.42
1998-11-19   10313.30
1998-11-20   10233.36
1998-11-23   10514.53
1998-11-24   10851.71
1998-11-25   10720.99
1998-11-26   10778.92
1998-11-27   10742.11
1998-11-30   10402.32
1998-12-01    9975.85
1998-12-02   10055.78
1998-12-03   10046.15
1998-12-04    9963.14
1998-12-07   10428.82
1998-12-08   10351.08
1998-12-09   10361.29
1998-12-10   10315.44
1998-12-11    9952.00
1998-12-14    9825.21
1998-12-15    9952.84
1998-12-16    9939.39
1998-12-17   10083.31
1998-12-18   10226.23
1998-12-21   10396.01
1998-12-22   10322.56
1998-12-23   10158.75
1998-12-24   10292.20
1998-12-28   10170.14
1998-12-29   10225.97
1998-12-30   10121.44
1998-12-31   10048.58
